OBJECTID_1,RASTERVALU,SPMT,SPMT(1),SPMT(2)
941,31,Basic very heavy (6),6,6
957,31,Basic very heavy (6),6,6
1617,31,Basic very heavy (6),6,6
1622,31,Basic very heavy (6),6,6
1860,31,Basic very heavy (6),6,6
2020,31,Basic very heavy (6),6,6
2096,31,Basic very heavy (6),6,6
2181,31,Basic very heavy (6),6,6
968,32,Ultramafic heavy (7),7,7
1679,32,Ultramafic heavy (7),7,7
1994,32,Ultramafic heavy (7),7,7
11,33,Alluvia,Alluvia,Alluvia
17,33,Alluvia,Alluvia,Alluvia
93,33,Alluvia,Alluvia,Alluvia
108,33,Alluvia,Alluvia,Alluvia
126,33,Alluvia,Alluvia,Alluvia
135,33,Alluvia,Alluvia,Alluvia
154,33,Alluvia,Alluvia,Alluvia
183,33,Alluvia,Alluvia,Alluvia
188,33,Alluvia,Alluvia,Alluvia
191,33,Alluvia,Alluvia,Alluvia
217,33,Alluvia,Alluvia,Alluvia
238,33,Alluvia,Alluvia,Alluvia
242,33,Alluvia,Alluvia,Alluvia
272,33,Alluvia,Alluvia,Alluvia
340,33,Alluvia,Alluvia,Alluvia
347,33,Alluvia,Alluvia,Alluvia
391,33,Alluvia,Alluvia,Alluvia
412,33,Alluvia,Alluvia,Alluvia
427,33,Alluvia,Alluvia,Alluvia
439,33,Alluvia,Alluvia,Alluvia
542,33,Alluvia,Alluvia,Alluvia
550,33,Alluvia,Alluvia,Alluvia
590,33,Alluvia,Alluvia,Alluvia
630,33,Alluvia,Alluvia,Alluvia
710,33,Alluvia,Alluvia,Alluvia
786,33,Alluvia,Alluvia,Alluvia
803,33,Alluvia,Alluvia,Alluvia
864,33,Alluvia,Alluvia,Alluvia
875,33,Alluvia,Alluvia,Alluvia
892,33,Alluvia,Alluvia,Alluvia
1002,33,Alluvia,Alluvia,Alluvia
1080,33,Alluvia,Alluvia,Alluvia
1105,33,Alluvia,Alluvia,Alluvia
1147,33,Alluvia,Alluvia,Alluvia
1156,33,Alluvia,Alluvia,Alluvia
1168,33,Alluvia,Alluvia,Alluvia
1187,33,Alluvia,Alluvia,Alluvia
1260,33,Alluvia,Alluvia,Alluvia
1261,33,Alluvia,Alluvia,Alluvia
1264,33,Alluvia,Alluvia,Alluvia
1269,33,Alluvia,Alluvia,Alluvia
1297,33,Alluvia,Alluvia,Alluvia
1300,33,Alluvia,Alluvia,Alluvia
1349,33,Alluvia,Alluvia,Alluvia
1435,33,Alluvia,Alluvia,Alluvia
1507,33,Alluvia,Alluvia,Alluvia
1543,33,Alluvia,Alluvia,Alluvia
1558,33,Alluvia,Alluvia,Alluvia
1584,33,Alluvia,Alluvia,Alluvia
1589,33,Alluvia,Alluvia,Alluvia
1754,33,Alluvia,Alluvia,Alluvia
1766,33,Alluvia,Alluvia,Alluvia
1779,33,Alluvia,Alluvia,Alluvia
1841,33,Alluvia,Alluvia,Alluvia
1885,33,Alluvia,Alluvia,Alluvia
1914,33,Alluvia,Alluvia,Alluvia
1945,33,Alluvia,Alluvia,Alluvia
2099,33,Alluvia,Alluvia,Alluvia
2121,33,Alluvia,Alluvia,Alluvia
2127,33,Alluvia,Alluvia,Alluvia
2147,33,Alluvia,Alluvia,Alluvia
2199,33,Alluvia,Alluvia,Alluvia
2275,33,Alluvia,Alluvia,Alluvia
2285,33,Alluvia,Alluvia,Alluvia
2287,33,Alluvia,Alluvia,Alluvia
2304,33,Alluvia,Alluvia,Alluvia
2323,33,Alluvia,Alluvia,Alluvia
2370,33,Alluvia,Alluvia,Alluvia
2379,33,Alluvia,Alluvia,Alluvia
2427,33,Alluvia,Alluvia,Alluvia
2487,33,Alluvia,Alluvia,Alluvia
2536,33,Alluvia,Alluvia,Alluvia
2592,33,Alluvia,Alluvia,Alluvia
2614,33,Alluvia,Alluvia,Alluvia
2666,33,Alluvia,Alluvia,Alluvia
2694,33,Alluvia,Alluvia,Alluvia
2718,33,Alluvia,Alluvia,Alluvia
64,34,Water,Water,Water
